outer_fold,inner_repeat,role,target,class,count,source_count,segment_count
5,3,inner_dev,front_placement,2,62,42,658
5,3,inner_dev,back_placement,0,513,42,658
5,3,inner_dev,back_placement,1,116,42,658
5,3,inner_dev,back_placement,2,29,42,658
5,3,inner_dev,open_throat,0,459,42,658
5,3,inner_dev,open_throat,1,126,42,658
5,3,inner_dev,open_throat,2,56,42,658
5,3,inner_dev,open_throat,3,17,42,658
5,3,inner_dev,breathiness,0,586,42,658
5,3,inner_dev,breathiness,1,72,42,658
5,3,inner_dev,vibrato,0,198,42,658
5,3,inner_dev,vibrato,1,450,42,658
5,3,inner_dev,vibrato,2,10,42,658
5,3,outer_test,chest_resonance,0,0,20,225
5,3,outer_test,chest_resonance,1,30,20,225
5,3,outer_test,chest_resonance,2,182,20,225
5,3,outer_test,chest_resonance,3,13,20,225
5,3,outer_test,head_resonance,0,0,20,225
5,3,outer_test,head_resonance,1,72,20,225
5,3,outer_test,head_resonance,2,148,20,225
5,3,outer_test,head_resonance,3,5,20,225
5,3,outer_test,front_placement,0,222,20,225
5,3,outer_test,front_placement,1,3,20,225
5,3,outer_test,front_placement,2,0,20,225
5,3,outer_test,back_placement,0,153,20,225
5,3,outer_test,back_placement,1,72,20,225
5,3,outer_test,back_placement,2,0,20,225
5,3,outer_test,open_throat,0,134,20,225
5,3,outer_test,open_throat,1,83,20,225
5,3,outer_test,open_throat,2,8,20,225
5,3,outer_test,open_throat,3,0,20,225
5,3,outer_test,breathiness,0,222,20,225
5,3,outer_test,breathiness,1,3,20,225
5,3,outer_test,vibrato,0,5,20,225
5,3,outer_test,vibrato,1,209,20,225
5,3,outer_test,vibrato,2,11,20,225
5,4,inner_train,chest_resonance,0,82,165,2558
5,4,inner_train,chest_resonance,1,574,165,2558
5,4,inner_train,chest_resonance,2,1517,165,2558
5,4,inner_train,chest_resonance,3,385,165,2558
5,4,inner_train,head_resonance,0,114,165,2558
5,4,inner_train,head_resonance,1,559,165,2558
5,4,inner_train,head_resonance,2,1478,165,2558
5,4,inner_train,head_resonance,3,407,165,2558
5,4,inner_train,front_placement,0,2047,165,2558
5,4,inner_train,front_placement,1,298,165,2558
5,4,inner_train,front_placement,2,213,165,2558
5,4,inner_train,back_placement,0,2009,165,2558
5,4,inner_train,back_placement,1,449,165,2558
5,4,inner_train,back_placement,2,100,165,2558
5,4,inner_train,open_throat,0,1784,165,2558
5,4,inner_train,open_throat,1,486,165,2558
5,4,inner_train,open_throat,2,241,165,2558
5,4,inner_train,open_throat,3,47,165,2558
5,4,inner_train,breathiness,0,2250,165,2558
5,4,inner_train,breathiness,1,308,165,2558
5,4,inner_train,vibrato,0,718,165,2558
5,4,inner_train,vibrato,1,1743,165,2558
5,4,inner_train,vibrato,2,97,165,2558
5,4,inner_dev,chest_resonance,0,30,42,673
5,4,inner_dev,chest_resonance,1,154,42,673
5,4,inner_dev,chest_resonance,2,397,42,673
5,4,inner_dev,chest_resonance,3,92,42,673
5,4,inner_dev,head_resonance,0,31,42,673
5,4,inner_dev,head_resonance,1,142,42,673
5,4,inner_dev,head_resonance,2,386,42,673
5,4,inner_dev,head_resonance,3,114,42,673
5,4,inner_dev,front_placement,0,536,42,673
5,4,inner_dev,front_placement,1,82,42,673
5,4,inner_dev,front_placement,2,55,42,673
5,4,inner_dev,back_placement,0,535,42,673
5,4,inner_dev,back_placement,1,110,42,673
5,4,inner_dev,back_placement,2,28,42,673
5,4,inner_dev,open_throat,0,484,42,673
5,4,inner_dev,open_throat,1,140,42,673
5,4,inner_dev,open_throat,2,42,42,673
5,4,inner_dev,open_throat,3,7,42,673
5,4,inner_dev,breathiness,0,589,42,673
5,4,inner_dev,breathiness,1,84,42,673
5,4,inner_dev,vibrato,0,194,42,673
5,4,inner_dev,vibrato,1,472,42,673
5,4,inner_dev,vibrato,2,7,42,673
5,4,outer_test,chest_resonance,0,0,20,225
5,4,outer_test,chest_resonance,1,30,20,225
5,4,outer_test,chest_resonance,2,182,20,225
5,4,outer_test,chest_resonance,3,13,20,225
5,4,outer_test,head_resonance,0,0,20,225
5,4,outer_test,head_resonance,1,72,20,225
5,4,outer_test,head_resonance,2,148,20,225
5,4,outer_test,head_resonance,3,5,20,225
5,4,outer_test,front_placement,0,222,20,225
5,4,outer_test,front_placement,1,3,20,225
5,4,outer_test,front_placement,2,0,20,225
5,4,outer_test,back_placement,0,153,20,225
5,4,outer_test,back_placement,1,72,20,225
5,4,outer_test,back_placement,2,0,20,225
5,4,outer_test,open_throat,0,134,20,225
5,4,outer_test,open_throat,1,83,20,225
5,4,outer_test,open_throat,2,8,20,225
5,4,outer_test,open_throat,3,0,20,225
5,4,outer_test,breathiness,0,222,20,225
5,4,outer_test,breathiness,1,3,20,225
5,4,outer_test,vibrato,0,5,20,225
5,4,outer_test,vibrato,1,209,20,225
5,4,outer_test,vibrato,2,11,20,225
